strain,sample,time,dose,Ahrr,Aldh3a1,Bbs2,Ccbl1,Cxcr7,Col18a1,Cyb5a,Cyp1a1,Cyp1a2,Cyp1b1,Cyp2a1,Cyp2s1,Eef1a1,Eml4,Exoc3,Fdft1,Fmo1,Gapdh,Gfer,Ghr,Glud1,Hagh,Hprt1,Hsd17b12,Ivns1abp,Lasp1,Uvrag,Inmt,Pbld,Mug1,Neu1,Nfe2l2,Nqo1,Nrbp2,Nudt4,Pde2a,Perp,Pgk1,Pmm1,Ppia,Psmb4,Pomp,Derl1,Ern1,Rpl13a,Scn4b,Sdc1,Sdha,Slco1a1,Srxn1,Tiparp,Tpm1,Ugt1a1,Zfp422
HW,WW19,19,1,27.62564998,489.7274315,99.20119766,522.3759269,25.11422726,1220.551445,39209.5873,73898.6137,431291.6475,23.85851589,5133.348051,7.534268177,25765.94145,537.4444633,342.809202,2706.057987,605.2528769,19509.98744,408.1061929,3292.475193,10353.34019,2092.0151300000002,876.4865312,1872.265642,582.6500723,377.9691202,334.0192225,123.0597136,4058.459125,17969.2296,336.5306452,1976.489685,1446.57949,17.57995908,516.0973701,367.9234293,763.4725086,3544.873177,119.2925795,13466.24865,1422.720974,4042.134877,868.9522631,207.1923749,858.9065722,21.34709317,1467.926583,1400.11817,811.1895404,116.7811567,243.6080044,42.69418634,2380.828744,323.9735316
HW,WW20,19,1,22.427872,368.4578971,91.31347884,371.6618788,11.213936,845.8511724,32672.60353,55102.07751,280064.8476,19.22389028,3769.484486,12.81592686,18184.19822,374.8658605,257.920528,2161.085666,531.8609645,14020.62398,402.0997051,2667.314777,9416.502257,2289.244935,1065.32392,1653.254564,469.3833211,339.6220617,307.5822445,273.9404365,3061.404528,7471.685357,278.7464091,1528.299277,2153.075712,4.805972571,395.6917417,269.134464,668.0301873,2659.304822,96.11945141,12952.09608,1704.518272,4724.271037,740.1197759,169.8110308,1347.274311,8.009954285,909.9308067,999.6422947,611.9605073,124.9552868,546.2788822,40.04977142,1420.96589,443.7514674
HW,WW21,19,10,32.99980096,5050.28954,117.4792914,630.9561944,31.67980893,1151.033058,40221.47741,80039.03725,434297.1806,263.9984077,6688.39966,13.19992039,26752.27865,797.2751913,554.3966562,1812.349069,520.0768632,18733.32701,451.4372772,3248.500407,11116.97295,2098.787341,857.9948251,1788.589212,696.9557964,489.7170463,423.7174444,139.9191561,4883.970543,12492.40465,384.1176832,2382.58563,2698.063727,14.51991242,500.2769826,477.837118,1144.433097,3413.499412,150.4790924,15385.8272,1994.50797,5738.005392,892.3146181,172.9189571,1689.589809,11.87992835,1102.193352,1502.15094,626.9962183,188.7588615,1091.633416,77.87953028,1478.391083,501.5969747
HW,WW22,19,10,38.39528895,6634.705931,93.42853645,802.4615391,25.5968593,1045.631702,38777.962,85122.35561,425652.733,170.2191144,5609.551716,19.19764448,24876.30771,735.9097049,738.4693909,1928.723348,398.0311622,20687.38169,497.8589134,3249.521288,9724.246849,2363.869957,831.8979273,2073.345603,598.9665077,405.7102199,363.4754021,69.11152012,4365.544354,11481.47124,335.3188569,2386.90713,1510.214699,10.23874372,460.7434674,383.9528895,1124.981966,3502.930196,139.5028832,14733.55221,1898.007117,4871.082325,944.5241083,181.737701,1373.271502,17.91780151,730.7903331,1397.588518,642.4811685,145.902098,1613.881979,47.35418971,1812.257639,698.794259
HW,WW23,19,10,44.68561618,6369.296221,111.7140405,726.141263,39.89787159,1155.442361,45242.59047,97071.52158,485405.4854,145.2282526,7709.864706,15.95914864,33431.22456,932.0142804,537.8233091,2440.153827,572.9334361,23949.89436,560.1661171,4224.386644,11812.96182,2604.533057,1123.524064,2235.876724,759.6554751,553.7824577,453.2398213,68.62433914,5403.767728,11749.12523,442.0684172,2931.695605,1908.714177,3.191829727,609.6394779,552.1865428,1292.69104,4422.280087,191.5097836,18683.37531,2280.56234,6005.427632,1011.810024,205.8730174,2620.492206,15.95914864,781.9982832,1781.040988,697.4147954,129.269104,1696.4575,39.89787159,1714.012564,850.6226223
HW,WW24,19,10,18.59789888,4321.354647,75.72001686,684.1369945,33.21053371,706.7201574,36168.92805,64231.82904,327386.7845,455.6485225,6194.428748,18.59789888,22305.52286,548.6380169,468.932736,1857.133045,334.7621798,15659.43086,419.7811461,2894.630118,7427.203759,2295.51209,915.2823091,1781.413028,390.5558764,354.6885,344.0611292,31.88211236,4613.607343,6772.292034,298.8948034,2098.905731,2468.206865,10.62737079,478.2316854,312.1790169,1222.147641,3182.897551,144.797927,15364.52132,2163.998377,5928.744478,746.5727978,130.1852921,1855.804624,23.91158427,876.75809,1115.873933,479.5601068,126.2000281,1667.168792,35.86737641,908.6402023,409.1537753
HW,WW25,19,100,45.56782755,12594.94753,123.0331344,909.0781596,28.47989222,1516.269462,34696.48309,110375.5311,567380.9696,1528.800614,8474.476729,14.80954395,30373.23545,758.7043287,910.2173553,2077.892936,576.4330185,23982.34764,576.4330185,3063.297207,11329.30112,2273.834595,741.6163934,2757.992762,533.1435823,440.8687315,370.2385988,18.22713102,5006.765052,16428.34103,410.1104479,3706.942771,2977.85753,11.39195689,502.3852987,387.3265342,1388.679545,3495.052373,183.4105059,13778.57186,2047.134653,4115.914023,1164.257994,202.7768326,1042.364055,21.64471809,1499.181526,1621.075465,756.4259373,159.4873964,2233.962746,53.54219737,1517.408657,565.0410616
HW,WW26,19,100,33.06824394,15527.04363,83.17164384,702.4496667,25.05169995,827.7081665,30708.3738,85341.12106,434634.9694,902.8632663,6173.740936,11.02274798,25621.87664,466.9636871,629.2987028,2171.481352,714.4744827,19097.41191,392.8106553,1845.809253,9062.702975,1978.082228,698.4413947,2252.64886,357.7382753,277.5728355,386.7982473,19.03929196,3550.326917,9226.040059,372.7692953,3047.288782,2254.652996,11.02274798,393.8127233,331.6845074,1009.082474,2715.604275,189.3908516,14159.22081,1798.712057,3782.806693,974.0100942,126.2605678,1021.10729,11.02274798,940.9418502,1325.735962,521.075359,156.3226077,1526.149561,51.1054679,1093.256186,373.7713633
HW,WW27,19,100,28.38203303,14946.18132,102.3780477,705.4962497,14.19101652,1200.15454,28940.5509,93229.91029,581420.1377,2807.793982,8706.188633,6.081864221,25254.94118,700.4280295,789.6287047,1875.241468,808.8879414,20704.6931,403.4303267,2819.957711,8212.543987,1572.161901,681.1687928,2901.049234,347.6799046,304.0932111,307.1341432,26.35474496,6221.747098,14883.33539,334.5025322,1927.950958,3629.859296,9.122796332,390.2529542,391.2665982,1376.528602,3047.013975,197.6605872,11726.84786,1688.730965,3470.717182,949.7844625,135.8283009,827.1335341,52.70948992,1037.971494,1412.006143,566.6270166,115.5554202,854.5019231,68.92779451,1088.653696,397.3484625
HW,WW28,19,100,41.44335265,17468.37314,152.3652671,1168.946329,52.41365188,1705.272069,43110.83813,124954.1461,723692.3564,1996.59446,9833.044876,12.18922137,34833.1379,893.4699262,1033.645972,2777.923549,880.0617826,26623.69731,535.106818,4079.732391,10026.8535,2133.113739,944.6646559,3856.66964,525.3554409,422.9659814,474.1607112,23.1595206,7765.752932,21156.83153,472.94178899999997,4279.635622,6605.339058,7.31353282,515.6040638,525.3554409,1539.498659,3842.042575,271.8196365,16711.42249,2196.49769,4600.212144,1240.862735,207.2167632,1195.762616,45.10011906,1081.183935,1903.956377,898.3456147,176.7437098,2081.919009,87.76239384,1942.961886,572.8934042
HW,WW29,19,1000,31.51148315,8822.003303,111.5021712,993.8236995,39.995344,858.0819259,36657.55075,85888.18328,423584.6284,673.8609475,7313.088052,12.11980121,23812.98542,816.8746018,683.5567884,1832.513943,243.6080044,22417.9963,541.7551142,2831.185563,9051.067546,2283.370549,950.1924151,1953.711956,574.4785775,461.7644262,361.1700762,16.9677217,4765.505837,10555.13488,347.83829480000003,1964.619777,2579.093698,10.90782109,452.0685853,439.948784,1398.62506,3640.788284,164.8292965,15430.9309,2039.762544,5093.95245,948.98043500000006,155.1334555,2090.665709,19.39168194,818.0865819,1499.21941,511.4556112,196.3407797,1027.759143,42.41930425,1258.035366,744.1557945
HW,WW30,19,1000,26.37351614,7505.347463,94.3894262,920.2969055,41.64239391,827.2955591,32628.20371,82457.49227,409856.9336,943.894262,10603.54157,16.65695756,23201.75381,1067.433364,731.5180531,2351.407176,294.272917,19120.7992,496.9325674,3103.746426,7763.530305,2215.375356,714.8610955,1546.320894,445.5736149,433.0808967,399.7669816,6.940398985,3796.398245,8824.02327,378.9457846,4747.232906,2488.827076,5.552319188,356.7365078,409.4835401,1142.389673,2763.666876,130.4795009,15245.28041,1954.416354,5792.456993,1009.134012,141.5841393,2100.164733,19.43311716,716.2491753,1270.093014,460.8424926,245.6901241,1643.48648,58.29935148,817.5790005,581.60543500000006
HW,WW31,19,1000,31.18620157,19761.6564,93.55860472,1113.607281,57.17470288,879.7107693,32538.90307,74544.11773,420167.7955,4910.527323,9043.998456,22.09022611,21765.36985,647.1136826,948.5802978,2253.203064,521.0694513,19395.21853,408.0194706,2743.086313,6682.943112,1778.912915,787.4515897,1946.538748,448.3016476,367.7372935,362.5395933,15.59310079,5700.577762,7154.634411,336.551092,3138.111533,3842.399919,12.99425066,453.4993479,367.7372935,1381.288845,2788.566191,175.4223838,13494.52931,1916.651972,5596.623757,790.0504398,132.5413567,1833.488767,45.47987729,779.6550393,1269.538289,382.0309693,179.320659,2591.053581,49.37815249,673.1021839,528.8660017
HW,WW32,19,1000,35.6104724,18780.74732,104.6732068,878.3916526,25.89852538,817.96176,38581.24908,81019.22024,457987.3647,2324.392653,8159.114601,17.26568359,23312.98927,809.3289182,744.5826048,2962.143841,485.5973509,18151.62898,495.309298,2580.140591,7089.721324,2216.482131,829.8319175,2037.350663,419.7719323,340.9972509,407.9017748,32.37315673,6092.628096,9723.817176,349.6300927,3049.551364,2473.309174,20.50299926,383.0823546,380.9241442,1339.169583,2931.928894,182.3687829,15896.29906,1932.677457,5246.609601,847.0976011,120.8597851,1816.134092,45.32241942,523.3660338,1332.694952,486.6764562,151.0747314,1520.459261,55.03436644,1068.314172,637.7511876
HW,WW33,19,3000,41.73201907,10520.50739,107.6955331,818.4860515,28.27007744,860.2180706,38773.0843,84660.80476,413428.3434,791.5621683,7727.1545,12.11574747,25010.94137,725.5986542,757.9073142,2330.262097,655.5965577,19148.26578,461.7445981,3268.559429,7797.156596,1931.788625,959.8364387,1956.02012,502.1304231,437.5131032,429.4359382,48.46298989,5892.291855,9937.605316,317.7018226,4006.273831,2983.166267,13.46194164,480.5913164,492.7070639,1346.194164,3370.870186,179.0438238,16423.5688,2156.60305,5893.638049,914.0658372,149.4275522,1723.12853,29.6162716,977.3369628,1361.002299,589.6330437,207.3139012,2771.813783,59.2325432,1509.083658,500.7842289
HW,WW34,19,3000,533.7890001,23907.73268,216.522862,2354.686124,87.2105972,2515.57464,62878.84058,173624.27,1118997.669,24934.71264,29753.84996,30.07261972,57022.19789,1402.88771,2276.497313,4754.481178,717.2319804,37771.21037,1010.440023,6297.20657,13053.02059,3357.607992,1884.049626,4246.253905,1002.921868,989.3891889,706.7065635,24.05809578,12182.41825,26487.96345,899.1713298,6252.097641,12081.67497,15.03630986,902.1785917,1067.578,2807.279051,5787.475666,427.0312001,26844.324,3750.05568,9133.05461,2090.047071,344.3314958,3677.881392,1893.071412,2099.068857,2517.078271,911.2003776,381.9222705,3026.809175,117.2832169,2407.313209,1067.578
HW,WW35,19,3000,53.93293434,24715.11289,172.8619691,1584.798532,44.25266408,1103.55081,53406.05106,111547.1372,596769.3014,2017.644903,13226.01498,15.21185328,34454.84767,1283.327258,1100.785019,2843.233667,517.2030114,26352.46146,638.8978376,4249.638647,13683.75347,3046.519343,1073.127104,2861.211312,815.9084939,564.221467,540.7122392,49.78424709,6290.792778,14127.66301,495.0766794,5219.04857,3544.361813,13.82895752,654.1096909,620.9201928,1905.630347,4382.396639,235.0922779,19933.05938,2877.8060610000002,8062.282237,1494.910308,226.7949034,2536.23081,27.65791505,1427.148416,2183.592393,622.3030886,308.3857528,3288.526099,70.52768337,1492.144517,732.9347488
HW,WW36,19,3000,29.71306104,15346.79603,102.5100606,1126.125013,25.25610188,1044.414096,33624.78552,91110.64472,479503.4364,1555.478745,15880.14547,2.971306104,25585.91686,952.3036063,815.6235255,2803.427309,618.0316696,22571.52682,496.2081193,2842.054288,7881.389441,1974.432906,784.4248114,2247.793068,362.4993447,369.9276099,363.9849977,11.88522442,4886.312888,8882.719598,417.4685076,2784.113819,3865.669241,19.31348968,528.8924865,355.0710794,1219.721156,3336.776755,230.2762231,13910.16953,2562.751515,5531.086312,1181.094176,135.1944277,2013.059885,32.68436714,1029.557565,1392.05691,540.7777109,199.077509,1096.411952,44.56959156,1044.414096,542.263364
HW,HW4D12,96,0,7.744586436,7.744586436,80.54369893,573.0993962,55.76102234,4845.013274,37595.32039,71.25019521,77521.7613,7.744586436,7140.508694,18.58700745,62531.3398,659.8387643,359.3488106,4947.241815,2338.865104,42531.71979,909.2144476,7374.395204,30718.12764,4584.79517,1883.483421,3799.494105,1843.211572,1109.024778,776.0075609,1302.639438,5480.069362,74389.85055,477.0665244,2537.126516,763.6162226,10.84242101,1126.062868,594.7842383,1770.412459,6965.48104,117.7177138,27290.37368,2067.804578,6034.581751,1792.097301,729.5400422,1833.918068,18.58700745,2221.14739,3632.211038,2397.723961,294.2942846,450.7349306,63.50560877,5687.624278,641.2517569
HW,HW4D16,96,0,4.024827899,34.21103714,29.18000226,290.7938157,25.15517437,2672.485725,25084.73988,204.2600159,40197.96864,25.15517437,4956.575557,11.06827672,37803.19604,332.0483016,222.3717414,2433.008465,1728.663582,22071.14999,501.0910734,5196.052817,17207.14547,2818.385736,1238.640786,1890.662905,788.8662681,791.884889,414.5572736,1294.988376,2954.223678,31268.88794,249.5393297,1578.7387430000001,843.2014447,11.06827672,559.4510779,282.7441599,1106.827672,4255.249296,90.55862772,15350.69361,1784.004966,4051.995487,1082.678705,283.7503668,1641.123576,8.049655797,1477.111839,2075.804989,1148.082158,139.8627695,314.9427831,15.09310462,2778.137457,340.0979574
HW,HW4D2,96,0,4.512578808,5.41509457,31.58805166,241.8742241,18.95283099,1590.232772,23346.27772,18.95283099,27467.16469,4.512578808,3398.874358,15.34276795,34070.87252,317.6855481,206.6761094,2574.877468,1223.811373,17400.50388,527.0692048,4879.902723,12876.19237,2519.824006,1058.650988,1228.323952,760.820787,557.7547407,444.9402705,1241.861688,2764.405778,17361.69571,161.5503213,1308.647854,816.7767642,5.41509457,534.2893309,310.465422,860.0975208,3276.132215,83.03145007,16793.11078,1641.67617,4198.503323,715.6949989,221.1163616,1601.062961,4.512578808,1026.160421,1665.14158,763.5283343,139.889943,305.9528432,29.78302013,1917.845993,329.418253
HW,HW4D20,96,0,4.182111663,227.9250856,46.0032283,300.0665118,33.45689331,2904.47655,25292.36581,915.8824543,51081.35738,79.4601216,4578.366743,9.409751242,38270.50383,348.160796,232.1071973,2682.824632,1450.147219,21629.88152,483.0338971,5148.179457,16816.271,2551.088115,1076.893753,2042.961548,952.4759313,739.1882365,411.9379988,896.0174239,2840.699347,37966.25521,276.0193698,1571.428457,166.2389386,7.318695411,618.9525262,329.3412935,921.1100938,3951.049994,82.59670535,15623.32365,1737.667396,4154.927937,991.1604642,305.2941514,1133.352261,14.63739082,1462.693554,2076.418441,1152.171763,105.5983195,339.7965726,18.81950248,2968.253753,368.0258264
HW,HW4D6,96,0,11.54192426,179.861653,47.12952404,318.3647441,45.20587,2806.611248,27180.2698,921.4302864,56444.81875,100.9918372,6092.212353,17.31288638,46538.96225,434.7458136,284.7007983,3094.197528,1866.906248,24855.53388,657.8896826,5987.373208,23021.32976,3112.472241,1138.803193,2367.056299,1109.948383,808.8965249,541.508613,981.0635617,3490.47026,61519.41811,288.5481064,1748.601525,309.7083009,5.770962128,643.4622773,387.6162896,1315.779365,4392.664006,89.44991298,18457.46054,1693.777385,4330.14525,1212.863874,395.3109058,1315.779365,19.23654043,2364.170818,2439.193326,1434.084089,144.2740532,296.2427226,49.05317809,3911.750496,431.8603326
HW,HW4D15,96,100,22.87681741,3350.30991,37.74674873,346.5837838,22.87681741,565.0573901,21421.85183,38739.60261,232928.3234,2736.067363,4009.162252,6.863045224,16665.76149,444.9540987,633.6878424,823.5654269,258.5080368,6777.257159,253.9326733,1847.303006,3232.494301,1220.478209,403.7758274,804.1201321,229.912015,195.5967889,210.4667202,27.4521809,3564.208153,11161.59922,118.9594506,1666.576149,1930.80339,3.431522612,224.1928107,224.1928107,801.8324504,1301.690911,60.62356615,7913.091144,941.3810366,2169.866132,474.6939613,70.91813398,1098.087236,164.7130854,281.3848542,661.1400233,334.0015342,94.93879227,399.2004639,35.45906699,727.4827938,255.0765142
HW,HW4D19,96,100,48.90822436,12817.6229,59.91257485,854.6712208,34.23575706,1140.784333,23150.708,69139.11137,491269.664,4493.443114,5460.60325,14.67246731,21595.42647,555.1083465,655.3702065,1434.23368,254.3227667,13624.6086,322.7942808,2475.978858,5365.232213,1382.880044,535.5450568,1474.582965,413.2744959,331.3532201,239.6502994,25.67681779,4349.163852,18054.47102,238.4275938,2150.739166,2144.625638,11.00435048,202.9691311,317.9034584,1462.355909,2138.51211,91.70292068,9537.103751,1023.404595,2320.695246,706.7238421,113.7116216,804.5402908,371.7025052,589.3441036,1391.438983,412.0517903,80.6985702,410.8290847,39.12657949,950.0422583,237.2048882
HW,HW4D3,96,100,130.0790542,15987.28132,113.112221,990.863056,39.58927735,1191.071687,39180.94223,95683.88999,682080.2661,6652.129717,8299.043655,20.36019978,27133.35957,977.2895894,1212.563009,2043.937833,688.8534259,15581.20844,416.2529733,4400.065397,8024.180958,2099.362822,642.4774153,2348.209708,494.3004058,358.5657406,381.1881848,41.85152177,5846.770704,25289.63037,302.0096301,4564.078117,3136.601888,11.3112221,361.9591072,399.2861401,1737.403715,2926.213157,125.5545653,14547.36274,1398.067052,3370.744186,1042.894678,182.1106758,805.3590135,300.8785079,1038.370189,1694.421071,754.4585141,150.4392539,636.8218042,58.81835492,1611.849149,404.9417512
HW,HW4D4,96,100,159.6052443,21103.36007,106.4034962,1218.424348,107.4466677,1196.517746,36656.00443,90587.97259,664305.1922,11034.66846,7519.180396,23.99294521,30688.0201,707.2702981,1398.893023,1886.054128,536.190167,17528.41124,419.3549555,4200.851756,7439.89936,1855.802154,752.1266739,2483.791415,457.9523021,344.2466053,415.1822694,20.86343062,6393.598314,19978.82116,309.8219447,5894.962322,2664.26009,11.47488684,321.2968316,439.1752146,1827.636522,2877.067083,146.0440143,15380.52105,1584.577556,3732.467738,1133.927454,151.259872,823.062338,614.4280318,823.062338,1841.197752,608.1690026,199.2457624,1519.900921,49.02906196,1406.195224,451.693273
HW,HW4D7,96,100,110.9862161,18785.69769,71.71417043,997.1684651,52.9318877,1316.467272,31853.04403,87450.3084,600459.3341,6461.10526,10646.13935,20.48976298,28415.88629,729.0940661,1410.378685,1661.378282,486.6318708,14786.77895,353.4484114,3466.184904,7526.572935,1755.289695,628.3527314,1934.575121,372.2306941,408.0877794,331.2511682,15.36732224,5559.555689,21271.78893,247.584636,3177.620742,1799.684182,11.95236174,303.9314842,408.0877794,1465.018053,2313.635737,107.5712556,12599.49675,1237.92318,3247.627432,1007.413347,136.5984199,869.1074464,408.0877794,1108.154681,1825.296386,554.9310807,138.3059001,391.0129769,47.80944696,1910.670398,404.6728189
HW,HW10D10,240,0,9.897117783,106.6689361,35.18975212,282.6176967,20.89391532,1837.564868,21706.57866,420.0776659,29675.95783,53.88430793,4075.413167,10.99679754,39490.59964,340.9007236,232.032428,2455.58489,1385.59649,16877.88486,512.4507652,3712.518848,15964.05098,2917.450387,1033.698968,1501.062864,921.5316336,703.79504240000006,431.0744635,681.8014473,3116.492422,19933.8949,204.5404342,1472.47119,439.8719015,13.19615704,605.9235443,314.5084096,875.3450839,3550.865925,78.07726251,16234.5722,1691.307461,4183.181783,710.3931209,281.5180169,2222.452782,17.59487606,1072.18776,1967.327079,833.5572533,92.37309931,245.2285851,70.37950424,1866.156542,352.9972009
HW,HW10D11,240,0,3.123838247,23.42878686,11.71439343,101.524743,10.1524743,602.9007818,8261.771205,82.78171356,12490.66723,24.99070598,1598.624223,1.561919124,13292.7127,95.27706655,68.72444144,876.2366284,498.2522005,6921.644597,168.6872654,1205.020604,4913.016604,1073.819398,380.3273066,624.7676495,274.1168062,191.3350927,192.1160522,281.1454423,981.6661693,7451.13518,87.46747093,459.9851819,69.50540101,3.904797809,196.02085,94.49610699,370.1748323,1358.869638,33.58126116,6849.015358,708.3303226,1727.482551,287.3931188,78.87691575,654.4441128,8.590555181,417.8133656,636.4820429,352.2127624,48.41949284,102.3057026,7.809595619,934.8085956,96.05802611
HW,HW10D14,240,0,6.4547992,97.74410217,19.3643976,192.7218618,14.75382674,1392.392399,18140.75209,795.7845299,25950.13701,89.44507463,3082.627675,20.28651177,29557.44765,294.1544207,159.5257517,1939.206102,956.2323957,13865.8308,426.0167472,3945.726539,11477.55509,2197.39807,813.3046992,1243.009903,798.5508724,454.6022865,389.1321803,1064.119754,2372.599763,15197.36366,142.0055824,1065.963982,473.9666841,11.98748423,519.1502785,264.6467672,821.6037267,2592.98505,51.6383936,13606.71671,1511.345127,3786.200788,666.6885459,226.8400862,1613.6998,19.3643976,782.8749315,1349.975147,651.012605,134.628669,260.0361963,22.13074011,1173.85134,271.1015664
HW,HW10D17,240,0,4.503942994,66.80848774,35.28088679,177.9057483,29.27562946,1284.37441,14695.61533,418.8666984,23099.2223,53.29665876,2849.494601,8.257228822,27082.95988,218.4412352,157.6380048,1875.892257,709.3710215,14463.66227,371.575297,3091.956865,9701.493209,2005.755947,723.6335077,1156.012035,617.0401902,447.3916707,316.7773239,494.6830722,2012.511861,16940.83091,176.4044339,1156.012035,114.0998892,10.50920032,425.6226129,180.9083769,724.3841648,2706.869739,47.29140144,12365.57549,1273.114553,2847.242629,639.5599051,163.6432621,1042.662803,10.50920032,800.9511957,1253.597467,749.1558513,90.07885988,237.9583215,23.27037213,1864.632399,218.4412352
HW,HW10D5,240,0,3.189172313,128.62995,26.57643594,201.9809131,13.81974669,936.5536025,13928.17855,840.8784331,19699.51738,76.54013551,2029.376648,9.567516938,23714.68532,192.4133962,125.4407776,1543.559399,415.6554581,12370.7994,357.187299,2524.761414,8088.804043,2027.250534,662.2847836,1039.670174,512.3936849,328.4847482,280.6471635,223.2420619,1465.956206,12419.70004,114.8102033,771.7796997,125.4407776,9.567516938,366.754816,241.3140383,731.3835171,2407.825096,61.65733138,11739.34328,1118.336424,3037.155099,506.0153403,122.2516053,1144.91286,15.94586156,989.7064744,1047.111576,591.0599353,61.65733138,210.4853726,14.88280413,1316.065108,198.7917408
HW,HW10D1,240,100,95.41412471,13697.08442,79.94156394,920.6173654,123.7804861,1579.490578,35044.06075,87517.9612,645279.2785,8393.864214,15522.84659,10.31504051,33749.52316,492.5431843,1227.489821,1596.252519,274.6379535,14608.67612,382.9458789,3908.110973,6886.57892,1410.58179,903.8554246,1837.366591,400.9971998,549.2759071,266.9016732,63.17962312,7033.568247,30359.74298,357.1582776,3748.227845,4773.284995,12.89380064,348.1326172,523.4883058,1758.714407,2919.156464,174.0663086,11472.90381,1562.728637,3561.267736,878.0678233,128.9380064,1618.17198,1071.474833,1071.474833,1672.325942,533.8033463,205.0114301,1709.717964,23.20884114,2086.216943,300.4255548
HW,HW10D13,240,100,188.4756666,11089.29279,79.49313827,974.4320175,129.4968865,1342.408319,37625.89735,78335.35918,555698.0652,8605.773292,15365.25434,12.82147392,36321.95345,526.9625779,1515.498217,1383.437035,123.0861496,17071.79252,456.4444714,4329.811741,6137.639563,1775.774137,876.9888158,1945.017593,416.6979022,455.162324,375.6691857,41.02871653,7558.258873,25250.61073,339.7690587,4687.530863,5831.206337,6.410736958,305.1510792,442.3408501,2366.844085,3009.199928,179.5006348,15131.90351,1853.985128,4045.17502,1020.589324,100.0074965,1810.392117,1066.74663,751.3383714,1597.55565,591.0699475,142.3183605,2128.36467,50.00374827,1471.905205,648.7665801
HW,HW10D18,240,100,219.5176064,24805.48952,85.2382195,1338.123281,294.2470043,1563.479122,34774.85826,92059.61235,645639.8127,12496.15651,20785.28144,10.50882158,36940.84315,735.6175107,1593.83794,1926.61729,556.9675438,19048.99059,406.3411012,3655.902264,6227.060611,1536.623245,869.8968976,2129.787841,454.2146217,448.3763875,365.4734617,44.37058001,9903.980517,29631.373920000002,380.65287060000003,4622.713849,8230.742592,9.341174739,373.6469896,496.249908,2313.108395,3236.717047,190.32643530000001,15291.50305,1802.846725,4288.766852,1013.517459,169.3087922,1642.879107,1266.896824,776.4851502,1731.620267,549.9616628,131.9440932,2728.790671,36.19705211,1456.055612,437.8675659
HW,HW10D8,240,100,150.1917293,16683.59275,51.70534942,870.373382,68.9404659,688.1735792,22592.77554,62064.88551,430752.3417,7818.587481,8925.328175,9.848637986,23253.86536,333.6226118,906.0746947,1075.9637,128.0322938,11481.04973,228.9808332,2611.120146,4472.512725,1025.48943,556.4480462,1218.768951,242.5227104,331.1604523,205.590318,17.23511647,3796.649943,18041.47371,201.8970787,2309.505608,2808.092906,6.155398741,206.8213977,364.3996055,1282.785098,2080.524774,91.09990137,8788.678322,1195.378436,2604.964747,645.0857881,81.25126338,955.3178846,688.1735792,662.3209045,1083.350178,360.7063662,124.3390546,798.9707566,24.62159496,1069.808301,228.9808332
HW,HW10D9,240,100,185.5212509,17486.39352,89.37520114,1081.981602,143.5419897,1504.482553,31973.30112,88156.4484,632366.1107,13815.23942,18609.00021,12.18752743,32598.92753,514.5844914,1597.920263,1676.462106,372.3966714,13995.344,368.3341623,2698.860241,5814.804753,1313.544623,728.5433063,2094.900548,353.4382954,384.5841988,346.6674469,16.25003657,6865.640451,21004.52644,316.8757131,3036.048499,4093.655046,8.125018286,323.6465617,426.56346,1932.400182,2392.817885,167.9170446,12605.96587,1695.420482,3538.445463,922.1895754,127.2919531,1270.211192,1350.107205,780.0017554,1443.544915,544.3762251,75.833504,1931.046013,50.10427943,1312.190453,482.0844183
HW,HW10,384,0,5.645221125,9.879136969,42.33915844,235.687982,19.75827394,1954.657815,21048.20697,77.62179047,39207.47202,16.93566338,3715.261153,11.99609489,30161.00517,233.5710241,178.5301181,2387.222883,1374.611344,17085.96739,420.5689738,3912.13824,14930.19857,2034.396563,865.1301375,1474.108366,704.946988,471.375964,358.4715415,938.5180121,2514.240359,26359.65439,179.9414234,1199.609489,147.4814019,4.233915844,426.214195,238.5105925,774.1009468,3270.69999,55.04090597,13224.63614,1398.603534,3284.10739,817.1457579,238.5105925,956.1593281,4.233915844,1305.457385,1599.008884,932.872791,103.0252855,170.0622864,21.87523186,2840.251879,228.6314556
HW,HW7,384,0,4.869810618,121.7452654,29.21886371,180.1829929,27.5955935,1551.846317,17597.8723,826.2445348,37821.38416,25.97232329,3043.631636,8.927986132,27084.26339,175.3131822,139.6012377,2003.927069,1037.269662,15863.40809,349.0030943,3261.149844,12675.3054,1640.314543,825.4328997,1384.649486,586.8121794,401.759376,313.2911497,796.214036,2167.87736,21281.0724,180.1829929,1011.297338,162.3270206,9.739621235,374.9754176,196.4156949,758.8788213,2966.526301,64.93080824,12201.3105,1184.98725,2754.689539,736.1530384,213.4600321,736.9646735,7.304715927,1062.43035,1259.65768,768.6184425,86.84495602,154.2106696,20.29087757,2372.409406,200.4738704
